calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,sugars,water
480,24,787,0,155,2.02,217,7.9,63.1,5.3,0,1.6
680,75,635,7,8,0.21,20,0.96,0.57,0,0.57,21.65
77,0.8,423,1,84,0.26,200,16.52,0,0,0,80.95
441,14,938,0,0,0,122,6.1,73.1,2,10.1,2
370,1.8,7,0,3,4.36,142,7.11,79.45,3.9,1.61,11.18
243,9.8,239,2,64,0.9,167,3.9,34.83,1.8,18.88,50.39
532,34,527,0,21,1.28,1196,6.39,53.83,3.1,0.33,1.86
36,1.2,143,0,3,0.21,105,2.52,3.53,0,1.58,92.15
318,25,25,0,6,0.12,18,1.25,23.05,0,23.05,50.21
64,3.7,49,0,119,0.05,151,3.28,4.65,0,0,87.69
221,10,58,0,17,4.64,438,30.2,0,0,0,58.3
440,18,1855,0,21,4.11,181,10.17,60.26,2.9,1.98,6.52
282,19,776,14,1146,0.13,93,24.69,3.41,0,0.56,48.2
239,14,1345,0,562,0.33,242,16.7,11.6,0,7.74,53.1
53,2.4,560,0,6,0.7,81,3.75,4.81,0.4,0.21,87.48
11,0.2,18,0,0,0.4,23,0.33,2.26,1.2,1.06,94.08
115,2.8,52,0,140,0.5,390,22.25,0,0,0,74.62
417,6.9,256,0,25,3.6,112,8.1,79,3,6,5.3
402,3.8,298,0,44,4.43,145,7.9,84.1,1.7,25.66,3
72,1,406,0,61,0.14,86,12.39,2.72,0,2.72,82.48
81,2.3,308,0,111,0.13,125,10.45,4.76,0,4,81.24
47,0.3,3,0,5,0.19,76,0.29,12,1.3,0,87.16
208,13,59,441,9,0.34,363,20.42,0,0,0,64.89
119,5.9,98,9,8,0.23,302,15.23,0,0,0,79.06
529,27,131,1,0,1.3,184,2.6,68.8,1.3,53,1
363,3.7,5,0,138,1.47,262,8.46,76.59,6.4,1.61,9.79
383,5.5,1336,0,182,4.92,231,14.13,68.49,4.9,5.74,6.35
262,13,553,5,14,0.94,209,14.46,22.46,0.8,13.6,48.43
455,16,325,0,36,2.79,99,4.9,72.6,1.6,35.07,4.98
390,9.5,131,0,17,0.93,82,2.31,73.81,2.4,45.95,13.88
70,0.3,61,0,23,1.54,203,3.98,13.51,3.5,0,81.5
161,7.1,87,0,13,2.57,420,22.75,0,0,0,68.3
79,2.7,455,0,26,1.06,247,1.96,13.05,1.7,0,80.63
449,22,2,0,140,3.95,1364,43.32,28.98,8.1,0,0.8
361,1.7,2,0,15,4.41,100,11.98,72.53,2.4,0.31,13.36
255,15,79,0,14,7.1,398,29.2,0,0,0,54.3
294,24,54,0,12,3.54,199,18.47,0,0,0,56.6
110,4.4,1148,0,24,0.18,29,0.3,18.6,0.1,16.32,73.2
277,16,402,1,16,0.84,185,11.01,21.66,1.5,1.65,49.5
423,9.8,860,0,115,1.57,63,4,80,0.7,44.21,4
315,28,1088,0,8,1.05,239,12.78,1.69,0,0,54.4
515,31,357,0,78,1.21,343,10.24,55.36,3.6,47.17,1.44
538,32,2667,0,43,1.04,180,57.9,1.6,0,0,2.1
387,2.4,28,0,19,1.4,157,8.1,83.4,0,0,4.6
278,11,586,2,232,6.6,86,6.6,39.8,1.2,2.7,39.43
496,27,458,0,72,1.84,1528,8.5,57.7,5.2,0,1.8
216,12,503,0,111,0.87,176,8.99,17.97,2.2,1.23,59.1
451,18,249,0,0,0,241,8.1,63.86,13.7,26.6,9.04
46,0.2,2,0,50,0.74,252,2.1,9.19,3.3,4.08,87.87
470,20,876,0,0,4.5,153,7.3,67.4,3.7,10.7,2
177,6.3,569,0,136,2.41,333,15.7,14.27,4.9,1.07,61.21
483,24,283,0,41,2.4,291,9.8,62.3,2.9,0,2.3
265,20,1529,15,1109,0.9,125,20,1.37,0,0,50.6
358,0.5,1,0,3,0.8,76,6.5,79.15,0,0,13.29
100,1.4,870,0,145,2.13,80,20.42,0,0,0,75.85
587,50,410,0,58,1.58,634,24.35,21.26,8.4,4.9,1.81
426,16,0,0,0,0,0,7.2,67,12.2,27.2,8
385,5.1,385,0,256,0.92,564,66.67,17.95,0,5.13,6.61
515,24,111,0,9,0.18,36,0,74.39,0,42.31,1.12
389,12,664,0,67,2.4,773,12,64.6,8.7,7.3,2.5
97,1,725,0,31,1.86,450,5,16.9,4.2,5.25,75.5
230,8.4,560,0,192,1.4,204,12.8,25.7,3.8,3.3,49.9
108,2.5,124,13,11,1.04,226,21.28,0.15,0,0.1,76.01
483,20,349,0,27,2.21,91,4.5,72.1,1.5,39.3,2.2
283,18,652,0,96,1.51,146,10.77,22.04,0.6,7.9,47.03
389,4.6,350,133,333,30,201,3.41,86.75,3.3,48.11,2.5
282,18,725,13,905,0.13,93,27.2,2,0,0.58,48.2
163,8.6,1143,29,24,1.02,287,16.6,3.83,1.3,0,67.27
473,21,952,0,0,3.7,112,8.55,65.7,3.2,2.15,2.6
130,0.2,0,0,1,0.2,26,2.36,28.73,0,0,68.53
189,8.2,98,0,19,1.79,153,27,0,0,0,63.99
174,7.5,140,0,21,6.96,203,24.88,0,0,0,67.15
164,3.5,119,2,26,0.79,178,0.89,32.12,2.1,27.25,62.75
884,100,0,0,0,0,0,0,0,0,0,0
113,3.6,95,0,9,1.15,227,18.74,0,0,0,75.48
165,5.2,60,0,12,6.09,160,26.77,0.86,0,0,66.32
296,16,763,0,23,0.9,337,19.25,18.36,1.2,0.39,43.42
19,0.3,55,0,15,0.29,204,0.91,3.83,0.5,2.78,94.13
358,4,506,73,455,8.19,318,6.69,79.09,9.1,22.5,6.25
257,12,602,9,37,1.5,206,10.29,26.69,1,3.53,48.44
514,34,351,0,0,2.5,80,5.9,57.3,4.6,1.1,3
230,19,879,25,10,0.88,101,10.5,2.6,0,0,64.9
482,21,275,0,0,3.2,143,5.5,70,3.4,33.9,2.5
99,1.7,409,0,15,0.69,0,4.25,16.6,1.9,5.41,75.6
229,3.5,393,2,378,6.4,88,6.3,44.9,1.3,4.5,41.8
307,23,70,123,124,3.7,105,13.87,10.95,0,10.3,51.23
126,4,248,0,89,0.8,122,5.7,16.8,2.7,1.9,72.4
57,1.9,391,0,21,0.81,153,4.33,5.96,0,0,86.37
70,0.5,225,0,9,0.85,178,2.35,14.55,1.4,4.23,81.4
144,6.7,74,0,17,1.72,273,19.54,0,0,0,72.69
387,3.3,44,0,36,0.8,116,1.59,87.73,0.1,56.32,6.69
222,12,838,0,11,0.73,107,0.58,31.22,1.5,16.86,54.28
401,11,342,133,57,14.5,245,7.3,76.4,9.4,31.7,3.5
121,3.2,133,0,20,1.3,143,3,21,3,7,72.1
100,2.3,166,0,61,1,191,7,13,2.6,1,76
127,3.6,63,3,100,0.46,156,3,21.6,0,19.92,71.2
503,23,15,0,174,2.32,215,7.79,65.32,5.3,1,2.09
71,0.3,246,0,37,0.58,367,1.32,17.01,4,4.8,80.24
113,1.1,134,0,22,0.8,0,6,19,2.5,8,68
377,3,876,0,576,4.96,2702,15.49,71.93,7.5,37.65,3.4
190,8.5,67,0,55,1.92,463,26.63,0,0,0,63.36
452,27,305,0,183,1.37,102,4.45,48.6,1.2,25.7,18.98
415,17,191,0,3,0.16,35,0.1,67.32,0,63.54,15.1
187,8.2,78,0,14,3.35,364,26.45,0,0,0,64.23
105,1.9,30,0,19,3.25,601,8.4,18.1,8.1,0,69
253,3.4,528,0,82,8.4,0,0.01,45,4.7,3.1,38.98
179,8.8,526,0,26,0.94,62,2.9,21.9,2.9,0,64.9
291,1.5,572,0,47,3.36,82,9.8,57.9,1.8,0,28.8
35,0.4,262,0,40,0.67,293,2.38,7.18,3.3,1.39,89.25
423,9.5,665,0,77,1.36,72,3.9,80.9,0.7,48.95,3.5
382,9.4,750,0,81,1.8,569,6.4,73.7,9.2,4.3,2.8
362,3.5,1193,0,140,4.74,351,8.77,73.88,1.8,5.26,8.74
381,4.1,1532,0,63,4.32,267,12.6,73.1,2.5,10.1,5.3
184,7.5,53,0,46,0.71,455,27.36,0,0,0,65.39
143,6.2,66,0,133,0.09,0,3.68,21.92,0.5,6.09,67.86
448,18,282,0,101,2.44,362,7.6,66.4,4.2,0,6.4
213,14,671,0,46,2.1,150,16,6.9,3.1,1,61.7
178,8.2,52,0,12,0.39,460,24.3,0,0,0,67
338,11,942,0,49,3.3,224,6.2,53.87,1.3,3.48,26.7
283,1.2,341,0,43,2.06,110,5.4,61,1.1,34.34,31
325,7.6,51,0,30,2.17,955,40.44,41.22,26.9,0,5.08
213,11,395,0,34,2.73,195,12.63,16.82,1.3,0,58.41
45,1.2,265,0,8,0.15,0,0.41,7.76,0.4,4.9,89.8
460,16,317,0,271,0,1033,5.29,74.04,1.9,58.2,1.7
342,2,2,0,40,3.39,389,11.2,75.2,9.5,0.42,9.9
50,0.6,8,0,17,0.47,358,2.48,10.81,4.9,4.9,85.1
272,2.4,602,0,52,3.91,117,10.75,51.88,2.2,4.62,33
475,24,518,0,39,2.23,231,9,58.9,0,0,5.9
287,17,1050,0,43,1.53,86,12.62,21.4,0.3,0,46.08
358,0.5,1,0,3,4.23,76,6.5,79.15,2.8,0,13.29
370,0.6,7,0,11,1.6,77,6.81,81.68,2.8,0,10.46
53,2.4,18,0,6,0.7,81,3.8,6.16,0.3,0.01,87.5
215,4.6,331,0,39,0.7,127,3.31,40.32,1.5,4.06,50.24
150,5.8,56,0,86,0.38,448,22.92,0,0,0,70.5
332,0.5,125,0,294,0,0,4.6,77.3,77.3,0,15
541,37,29,0,170,0.74,177,10.9,46.5,0,0,2
253,11,997,0,12,1.01,289,19.61,18.52,1.2,0,47.11
156,6.3,379,292,241,2.04,194,23.19,0,0,0,69.17
436,13,194,0,54,0.67,133,2.6,77.77,1.5,66.89,5.8
461,17,597,0,0,2.3,92,6,72.8,2.7,35.8,2.5
137,4.2,53,0,11,0.92,261,23.1,0,0,0,73.24
141,3.3,630,0,16,1.7,297,7.68,20.81,1.7,0,65.67
117,1.2,79,0,102,1.16,344,24.86,0,0,0,73.25
194,2.5,628,0,126,1.56,175,5.2,36.7,1.3,0,53
303,29,64,25,4,1.15,318,11.51,0,0,0,57.67
329,12,507,0,118,1.64,273,11.8,44.29,11.2,4.2,29.9
153,0.8,2,0,12,0.97,306,2.88,33.64,0,0,61.57
138,6,850,0,1,1.8,310,18.7,1,0,0,71.7
112,2.8,87,44,146,0.33,214,4.13,17.61,0,4.63,74.44
332,1.4,35,0,474,12.58,1761,49.83,36.1,0,0,6.9
17,0.3,8,0,16,0.37,261,1.21,3.11,1,2.5,94.79
173,5.7,75,4,121,0.48,196,3.54,26.79,0.9,5.65,62.99
293,10,586,2,217,5.9,66,5,45.8,1,18.1,35.29
487,25,794,0,197,4.7,986,22.9,46.5,14.2,5.3,2.2
72,3.2,39,4,2,0.54,302,11,0,0,0,85.78
449,50,1,0,0,0,8,0,2.5,0,2.5,47.4
138,10,3663,61,55,1.71,128,10.97,0.83,0,0.07,67.83
379,19,231,0,14,2.12,103,5.48,47.76,2.2,17,27.26
184,6.3,50,0,10,1.31,323,29.91,0,0,0,59.09
400,13,334,0,20,2.32,118,4.35,65.92,2.2,31.76,14.99
290,21,1625,16,562,0.33,242,16.41,8.73,0,7.32,47.65
538,29,63,0,150,1.88,296,6.41,63.15,0,57.69,0.18
85,0.1,32,35,89,0.04,115,8.12,12.72,0.5,11.4,78.5
465,53,581,0,6,0.04,6,0,0,0,0,44.7
260,9.3,578,0,166,1.97,138,11.53,32.74,1.9,5.32,44.16
589,51,6,0,54,1.65,612,27.04,16.3,8.9,0,2.12
578,49,6,0,86,1.67,652,25.87,19.86,8.9,0,2.17
393,6,6,0,651,47.5,731,12,73.4,5.2,13.75,4.7
318,25,710,18,575,0.2,75,21.6,2.47,0,1.01,48.38
103,8,624,0,13,0.27,49,1.76,6.03,4.1,0.33,82.45
487,25,192,0,0,1.5,98,3.8,68.3,0.8,44.2,2.2
193,8.7,85,0,10,3.34,354,26.64,0,0,0,64.14
349,32,63,24,11,1.08,103,13.33,0,0,0,54.22
119,3.1,77,5,12,0.89,229,21.39,0,0,0,75.46
373,9.1,636,0,909,3.27,1705,9.09,63.64,9.1,27.27,7.4
219,16,708,0,3,4.3,77,14.5,5.5,1.8,0.6,62.1
116,3.7,75,20,4,1.42,269,20.6,0,0,0,75.62
260,13,335,0,81,0.8,175,5.9,30.2,1.8,0,49.2
196,11,717,0,45,3.3,194,17.8,5.7,0,3.2,62.1
136,2.2,75,0,126,0.84,0,3.89,30.18,5.8,20.29,63.2
334,33,633,0,6,0.2,52,0.6,8.5,0.1,4.2,55.4
339,0.7,5,0,72,3.52,1058,3.7,89.07,0,0,4
36,0.4,36,0,11,0.41,170,1.4,8.2,1.5,1.78,89.4
84,1.7,524,0,23,2.48,91,9.07,7.41,0,0,80.35
115,3.7,853,1,5,2.05,647,18.62,0.64,0,0.29,73.72
150,4.9,300,0,83,0.79,165,5.19,21.16,1.2,4.2,67.38
353,0.5,37,0,141,4.41,3535,12.2,75.4,0,0,3.1
236,7.5,6,0,6,0.62,507,1.42,40.77,3.2,21.76,49.04
38,0.6,356,0,29,0.18,111,0.93,7.17,0.4,3.9,89.88
569,37,52,0,203,2.5,0,11.97,46.85,4.4,37.13,1.26
69,3.3,669,0,23,0.64,138,1.82,8.52,0.4,0.72,84.05
325,27,814,58,9,1.2,342,18.53,1.42,0,1.09,49.89
71,1.4,604,0,17,0.34,165,1.51,13.25,1.3,1.44,82
164,10,412,0,19,1,172,8.73,9.27,1.1,0.34,70.32
157,8.1,101,0,10,1.22,242,19.7,0,0,0,71.94
90,1.3,74,151,14,0.3,386,18.36,0,0,0,79.08
643,61,643,0,71,2.57,459,14.29,17.86,7.1,3.57,4.39
512,25,266,0,0,2.6,135,4.6,67.6,4.1,38.5,2
52,1.2,19,0,18,0.29,91,2.27,7.94,0.9,1.66,88.22
102,1.9,183,0,11,0.98,124,4.26,17.14,1.7,1.77,75.92
329,2.6,780,0,880,7.7,2200,23.5,52.9,1.6,51.3,12.8
28,0.4,23,0,72,0.9,228,1.9,5.63,2,1.25,91.2
161,3.4,351,0,35,0.82,78,1.75,30.84,1.4,19.68,62.91
245,8,508,0,78,3.9,57,5.3,38.6,1,10,45.6
87,2.4,238,16,60,1.07,333,3.57,12.7,1.6,3.57,79
607,55,339,0,291,3.68,699,21.23,17.68,10.5,4.55,2.8
598,53,498,0,268,3.73,713,20.96,21.01,10.9,4.86,2.41
520,27,225,0,0,2.3,62,5.1,64.8,1.3,29.6,2.5
65,0.4,52,0,4,0.27,81,1.4,16.25,2.1,1.48,81.4
81,6.9,735,0,94,3.32,9,0.97,5.61,2.5,0,84.34
477,22,350,0,0,2.1,81,3.6,66.2,1.7,36.9,6
528,29,291,9,0,2.6,65,6,62.2,1.4,22.6,3
68,0.3,14,0,18,0.31,154,1.26,15.23,1.8,4,82.62
502,26,760,0,159,3.2,274,8.1,59.5,1.3,13.4,2.7
275,23,3487,126,113,3.4,111,14.07,1.77,0,0.07,50.87
83,0.7,395,0,91,0.5,259,17.88,0,0,0,79.69
549,33,70,0,169,2.29,413,7.41,55.25,5.7,50.75,2.42
271,13,922,0,12,0.91,269,19.2,19.31,0.8,0,45.18
270,4.9,262,0,83,2.6,0,0.01,45.8,10.7,6.5,37
97,0.4,90,0,4332,8.17,10100,0.1,46.9,2.2,0,6.2
329,0.5,13,0,131,8.7,1346,25.33,58.33,24.9,0,11.9
443,17,278,0,105,2.56,325,7.4,67.3,4.6,0,6.4
335,1.2,6,0,127,5,1332,23.03,60.05,24.7,0,12.39
79,0.6,347,0,16,0.67,193,1.84,16.72,0.4,10.81,78.56
221,14,472,0,19,1.5,56,19.4,5.5,4.2,0.8,60
153,7.2,433,761,198,0.57,329,20.63,0,0,0,71.07
213,14,266,0,47,2.68,1565,5.06,23.33,5.8,0,53.83
353,22,266,3,66,1.49,161,4.15,38.44,0.8,27.39,33.92
196,12,1120,0,40,0.69,132,1.25,21.33,1.1,3.77,62.04
535,31,370,0,0,2.7,103,6.3,59.3,1.5,23.2,3
91,1.3,72,0,141,0.05,219,4.7,15.1,0,7.2,77.7
57,0.3,0,0,3,0,265,1.1,12.7,1.3,9.3,85.6
364,1,2,0,15,1.17,107,10.33,76.31,2.7,0.27,11.92
415,13,324,0,400,3.8,189,7.4,75.6,10.4,20.5,2.5
250,13,246,7,45,2.12,158,10.1,23.86,1,11.47,52.17
95,4.6,413,0,20,0.56,185,8.18,5.38,0.9,2.93,80.24
357,39,670,0,4,0,4,0,5.71,0,0,53.73
51,0.4,442,0,17,0.87,96,3.28,8.57,2.3,0,86.4
268,16,473,0,73,2.3,208,13.69,17.73,1.1,4.5,50.92
68,0.8,54,5,11,0.3,90,1,14.14,0.8,10.55,83.5
114,3.7,70,0,80,1.49,356,18.86,0,0,0,75.66
471,21,327,0,35,2.38,163,6,65.7,2.8,0,5.8
266,17,414,0,43,0.71,434,22.94,5.31,1.6,0,52.32
130,0.2,0,0,3,1.49,29,2.38,28.59,0.3,0,68.61
614,56,227,0,347,3.49,748,20.96,18.82,10.3,6.27,1.64
467,23,170,0,168,1.1,325,8.1,62.7,2,52.1,4.5
263,8.8,505,0,40,0.63,124,2.72,43.05,1.4,1.73,43.37
451,21,321,0,14,2,180,3.98,61.02,1.5,38.04,12.08
320,29,911,44,12,0.75,179,12,2.42,0,0,53.97
447,15,475,0,50,0.9,253,5,72.94,2.5,50,4.84
237,12,78,0,13,1.43,202,30.42,0,0,0,56.35
194,9.3,56,0,13,6.44,154,25.73,0.11,0,0,64
234,12,454,0,124,2.14,192,12.79,21.01,1.7,3.7,52.76
463,16,441,0,0,3.3,75,7.2,74.3,1.9,22.3,2.5
281,10,562,1,357,6.4,113,10.8,37,1.2,2.7,36.9
392,3.8,227,0,12,1.58,290,7.6,81.5,5.4,0,5.9
30,0.9,547,0,7,0.67,101,0.62,4.87,0.5,1.83,91.78
231,19,110,0,0,0,10,0.3,16,0,4.2,62.7
158,0.9,1,0,7,1.28,44,5.8,30.86,1.8,0.56,62.13
481,28,128,0,43,0.77,294,2.13,55.87,6.4,36.16,13.26
485,19,260,0,0,2.3,52,4.9,73.8,1.3,37.2,2
165,5.1,1430,4,684,0.43,180,25.5,4.3,0,1.35,59.1
540,30,25,0,100,2.7,342,7.5,59.95,7.5,42.5,1.47
196,2,410,0,59,2.99,78,8.3,42.1,6.2,4.76,46
333,0.8,24,0,143,8.2,1406,23.58,60.01,24.9,2.23,11.75
114,0.4,370,0,53,1.57,351,7.37,21.02,4.9,1.41,69.89
98,5.2,4,0,77,1.6,0,10.1,2.6,1.3,0.4,80.9
295,20,666,15,697,0.22,188,23.75,5.58,0,1.9,47.07
609,53,295,0,61,4.91,447,12.12,30.3,3,9.09,2.34
309,17,455,0,422,0.64,177,16.23,22.85,1.6,2.76,41.21
487,19,0,0,0,0,0,2.19,77.34,0,49.43,1.29
541,30,122,0,109,3.67,340,4.06,62.82,1.6,40.99,1.37
884,100,4,0,1,0.07,0,0,0,0,0,0
251,8.2,521,0,36,4.1,58,5.5,39.6,1,10.3,44.2
579,49,6,0,100,2.28,776,28.01,17.45,8.9,0,1.78
367,1.1,767,333,378,38.37,200,5.83,85.79,2.6,9.51,3.59
406,10,809,0,0,3.9,253,10.9,73.8,9.8,10.6,2.5
47,0.9,1129,0,30,0.4,102,0.97,8.75,0.6,8.85,85.95
138,5,381,580,283,0.77,333,23.1,0,0,0,70.71
402,4,531,296,19,6.67,72,4.62,86.1,0.8,34.28,3
710,74,383,0,72,2.8,424,9.5,13.55,9.4,4.06,1.12
381,3.4,825,0,10,29,268,6.41,83.85,3.4,20.27,3.35
112,2.5,69,7,6,0.6,222,22.48,0,0,0,75.05
74,3.4,4,101,237,1.3,0,9.19,1.71,0.8,0.3,84.5
24,0.4,2,0,86,1.18,460,2.72,4.02,2,0,92.15
405,11,677,0,205,7.05,100,9.66,67.14,0,0,10.08
331,24,68,7,119,0.29,305,4.1,24.5,0.8,18.3,46.3
89,0.8,37,1,79,0.2,160,2.5,17.54,0.4,13.28,78.5
139,4.3,58,451,45,0.61,434,23.45,0,0,0,71.5
341,1.5,13,0,103,6.7,1062,26.12,58.29,25,5.7,10.98
492,20,301,0,0,3.35,7,4.5,73.2,1.5,33.6,2.5
502,24,262,0,0,2.4,60,4.5,66.3,1,29.9,3.4
334,22,813,0,75,1.26,279,18.66,14.23,0.1,0,41.63
25,0.8,324,0,102,3.64,491,2.09,3.55,0,0,91.88
599,53,320,0,61,1.52,726,28.03,15.26,9.4,4.18,1.45
715,75,393,0,67,2.47,392,9.2,13.01,9.5,3.97,1.13
123,3.1,109,0,8,0.12,385,22.44,0,0,0,74.23
239,18,103,0,4,0.85,344,18.42,0,0,0,61.88
176,10,66,3,12,2.24,321,20,0,0,0,69.45
215,15,66,3,15,2.09,295,18.59,0,0,0,65.66
66,2.1,38,3,27,0.64,139,2.69,9.08,2.1,2.5,85.64
500,26,265,1,46,2,267,4,66.78,2.2,37.3,2
116,2.7,0,0,7,2.9,0,21.5,0,0,0,75
390,3.2,19,0,93,3.7,202,12.1,76.6,6.3,0,5.1
607,55,143,0,291,3.68,699,21.23,17.68,10.5,4.55,2.8
204,8.2,117,0,28,0.77,283,28.62,1.92,0,0,58.63
304,15,868,0,44,1.76,206,11.93,30.56,1.4,2.62,39.4
502,23,430,0,0,2.3,8,4.4,69.1,1.3,26.6,2
51,1.5,11,0,31,0.7,188,4.1,5.35,1.4,1.39,87.5
406,3,12,0,55,47.6,386,8.7,85.98,6.5,0.72,1
360,0.6,1,0,9,0.8,86,6.61,79.34,0,0,12.89
130,0.9,6,0,18,1.11,37,5.06,25.04,0,0,68.58
295,16,435,6,12,1.16,201,12.9,23.99,0.9,11.6,45.15
116,3.3,68,0,12,0.74,269,20.04,0,0,0,75.84
214,8.1,401,0,23,1.5,228,13.78,21.55,1.3,0,54.94
19,0.2,105,0,24,0.29,250,0.72,3.71,1.1,2.61,94.99
270,2.4,444,0,136,4.56,346,13.2,48.1,3.3,1.44,34
147,0.9,4,0,3,0.53,61,3.09,31.33,1.7,0.15,64.38
54,1.8,51,0,25,0.64,118,3.27,6.28,0.6,3.99,88.05
109,1.5,1438,0,10,1.13,329,19.85,4.3,0,4.3,70.4
269,3.5,491,0,51,2.84,0,0.01,50.3,1.6,4.7,35.3
377,7.5,297,0,41,4.86,197,4.4,72.9,2.1,35.1,14.5
541,37,1488,0,170,0.74,177,10.9,46.5,2.8,0.19,2
332,4.1,446,0,29,3,269,7.8,82,17.9,20.29,2.5
438,16,344,0,77,3.05,251,7.3,72.1,4.4,0,2.4
164,5.4,55,0,13,6.8,153,26.39,0.76,0,0,66.54
61,2.3,706,0,14,0.71,126,2.94,7.01,0.7,1.26,85.52
68,1.6,645,0,41,0.25,34,1.84,11.57,0.9,0.23,83.15
415,5.7,517,0,159,1.6,272,11,80,5.3,0.67,1.7
332,30,66,3,24,1.64,218,14.35,0,0,0,54.3
268,8.7,172,7,56,0.61,89,1.5,47.2,1.2,23.86,41.7
79,5.3,691,9,12,0.18,64,1.35,6.8,0.7,0.4,84.7
10,0.3,0,0,0,0,0,1.01,0.34,0,0.34,98.2
367,5.9,186,0,59,2.79,613,16.7,71.4,14.5,24,3.5
172,4.5,369,0,33,6.72,268,23.8,7.39,0,0,61.15
406,12,339,0,38,2.4,285,5.17,69.27,2.7,39.55,11.53
80,0.1,33,0,99,0.12,124,8.03,11.62,0.7,10.86,79.62
318,18,737,9,63,1.42,145,8.41,31.25,1,11.23,40.11
152,7.8,76,0,11,0.78,329,19.07,0,0,0,71.85
327,5.3,220,0,22,72.35,800,69.86,0,0,0,22.39
387,3.5,252,0,21,1.96,294,8.5,80.1,3,0,6.3
272,13,673,0,109,1.65,0,12.03,26.19,0.8,9.56,45.85
510,27,1022,0,3,2.54,81,5.8,62.9,1.1,0,2
499,23,950,0,29,3.72,143,7.7,65.1,3.9,4.83,2
538,33,514,0,138,1.2,144,6.17,56.9,4,0.27,1.07
459,18,589,0,0,2.5,64,5,71,1.7,32.5,4.5
521,32,378,0,21,1.76,89,10.33,51.9,1.9,0.25,4.93
109,1.8,54,0,6,2.6,343,21.62,0,0,0,74.57
143,4.8,78,0,18,2.32,436,23.3,0,0,0,70.89
617,55,3,0,64,4.12,576,17.28,23.32,5.7,10.54,0.62
497,23,367,0,0,1,222,4.2,68.7,1.8,31.8,2
293,25,66,3,21,1.79,244,15.76,0,0,0,58.09
257,22,8,16,101,0.05,147,3.2,12.49,0,8,61.33
157,0.9,131,0,7,0.5,44,5.8,30.59,1.8,0.56,62.13
391,4.6,0,0,696,47.5,668,10.7,77.1,7.8,6.68,4.5
195,6.1,474,0,35,1.26,107,5.26,29.64,0.9,1.75,57.25
304,19,434,0,192,1.73,137,10.07,22.45,0,0,45.47
114,1.2,222,0,16,1.7,74,22.2,3.7,2.6,0.8,72
146,2.8,508,0,17,20,170,21.9,8.2,4.3,1.2,64.8
135,4.6,613,0,17,1.6,65,15.1,8.3,4.3,0.6,70
205,6.1,563,2,124,2.37,261,7.35,31.23,4.2,1.73,53.17
155,8.9,530,0,23,3.5,56,14.6,4.1,3.3,0.5,70.4
200,9.7,642,0,39,3.2,152,23.6,5.1,1.2,0.1,59.1
254,20,66,3,18,1.94,270,17.17,0,0,0,61.87
541,32,354,0,0,3.4,87,5,59,1.9,22.5,3
899,100,0,30,0,0,0,0.56,0,0,0,0.02
482,21,407,0,0,2.8,28,5.1,70.1,1.6,26,3
78,4.1,375,0,36,0.72,192,5.9,4.52,1.4,2.16,84.06
458,25,397,0,101,1.7,308,8.2,52.1,1.1,0,12.6
130,0.2,0,0,1,1.46,26,2.36,28.73,0,0,68.53
227,9.3,522,0,157,1.7,145,6.8,28.7,0,0,52.5
364,3.4,472,0,0,2.6,289,7.7,82.8,7.1,22.2,3
78,0.5,14,0,30,0.14,100,1.1,17.35,0.5,12.2,80.7
411,25,776,0,115,0.78,167,3.86,43.58,2.7,5.43,24.52
236,15,65,0,26,0.64,349,23.65,0,0,0,59.31
258,3.7,261,0,78,2.6,0,0.01,46.5,9.8,7.2,38.75
29,0.5,6,0,17,0.81,187,4.2,4.1,0,0,90.7
418,38,603,0,306,0.57,560,9.83,10.09,1.8,6.33,38.98
426,42,998,0,173,0.88,205,5,6.14,1.7,1.92,43.08
84,3.9,692,0,36,0.15,37,0.8,11.44,2.2,3.73,81.69
262,18,83,0,15,1.57,401,23.85,0,0,0,53.27
274,13,380,0,172,0.47,211,5.5,35.5,1.9,0,44.2
514,25,191,0,0,1.5,98,3.8,68.1,0.8,43.9,2.2
469,27,411,10,0,3.2,147,5.6,63.6,4.8,1.2,3
344,1.5,1419,0,449,7.84,445,12.8,71,0,0,8.8
371,6.9,3,0,47,49.45,358,13.7,68.18,9.4,1.42,9.38
440,44,51,6,6,0.37,119,9.58,0.79,0,0,44.91
374,4.5,37,0,67,2.38,986,6.39,77.31,11.7,0,9.45
397,18,183,0,8,1.42,196,1.1,63.2,0.9,57.7,17
273,9.2,621,0,279,6.04,126,6.58,41.05,2.2,4.3,40.34
270,20,16,0,961,4.87,146,18.82,8.86,3.9,0,50.52
398,5.1,754,0,11,19.42,186,4.39,85.51,2.5,44.32,2.5
499,25,790,0,151,3,301,8.4,59.8,1.8,14.2,2.7
365,0.7,0,0,286,30.86,100,11.8,77.25,2.1,0,10.35
240,14,527,3,39,0.84,281,14.62,14.86,1.7,0.57,54.83
169,7.5,96,5,136,0.19,196,3.97,21.42,0,6.46,65.52
131,1.8,56,0,15,2.12,313,26.83,0,0,0,68.81
65,0.3,656,0,13,0.6,169,3.79,11.8,2.1,1.7,82
30,0.8,49,33,123,0.3,82,1.6,4.1,0.1,2.9,92.74
264,13,164,14,48,1.1,166,2.4,38,0.5,32.94,46.1
51,1.8,33,0,24,0.47,39,1.9,7,0.9,0,88.8
